"PostalCode","City","StateProvince","Country","YearlyIncome","Gender","Education","MaritalStatus","TotalChildren"
"89948","Los Angeles","CA","USA","$50K - $70K","M","Partial College","S",3
"12498","La Mesa","CA","USA","$90K - $110K","F","High School Degree","S",1
"12098","Kirkland","WA","USA","$10K - $30K","F","Partial College","S",1
"98808","Fremont","CA","USA","$130K - $150K","F","High School Degree","M",5
"64569","Santa Monica","CA","USA","$70K - $90K","F","Partial High School","M",1
"18443","Westminster","BC","Canada","$10K - $30K","F","Bachelors Degree","M",1
"49365","Palo Alto","CA","USA","$110K - $130K","M","Partial College","M",4
"68399","Oakland","CA","USA","$50K - $70K","F","High School Degree","S",1
"39191","Downey","CA","USA","$30K - $50K","F","Partial College","M",3
"93864","Merida","Yucatan","Mexico","$30K - $50K","M","Graduate Degree","M",0
"30818","Lincoln Acres","CA","USA","$130K - $150K","F","Partial High School","S",0
"81175","Santa Monica","CA","USA","$30K - $50K","F","High School Degree","S",2
"83290","Metchosin","BC","Canada","$30K - $50K","F","High School Degree","S",0
"73516","Tixapan","DF","Mexico","$70K - $90K","M","Partial College","S",5
"41793","Grossmont","CA","USA","$90K - $110K","F","Bachelors Degree","S",4
"24473","Richmond","BC","Canada","$130K - $150K","F","Partial High School","S",5
"57911","Burlingame","CA","USA","$50K - $70K","M","Partial High School","M",4
"79460","Anacortes","WA","USA","$130K - $150K","M","Partial College","M",5
"79060","Cliffside","BC","Canada","$10K - $30K","F","Bachelors Degree","S",3
"66771","Langford","BC","Canada","$10K - $30K","F","Bachelors Degree","S",3
"32532","Langford","BC","Canada","$70K - $90K","F","High School Degree","M",4
"85404","Milwaukie","OR","USA","$30K - $50K","F","Partial College","M",3
"90035","Spring Valley","CA","USA","$130K - $150K","M","High School Degree","M",5
"10070","Ballard","WA","USA","$130K - $150K","F","Partial College","S",1
"79861","Palo Alto","CA","USA","$90K - $110K","F","Bachelors Degree","M",2
"65057","Oakland","CA","USA","$90K - $110K","M","Graduate Degree","M",2
"26978","Issaquah","WA","USA","$50K - $70K","F","Bachelors Degree","M",2
"51042","West Covina","CA","USA","$90K - $110K","M","Partial College","M",2
"53157","San Diego","CA","USA","$110K - $130K","M","High School Degree","S",4
"69676","Lincoln Acres","CA","USA","$150K +","M","Partial College","S",2
"37953","Tixapan","DF","Mexico","$10K - $30K","F","Partial College","S",1
"20633","Lebanon","OR","USA","$110K - $130K","M","Bachelors Degree","M",0
"27779","N. Vancouver","BC","Canada","$30K - $50K","M","Partial College","S",3
"75620","Merida","Yucatan","Mexico","$110K - $130K","M","Partial College","M",3
"48928","Santa Monica","CA","USA","$30K - $50K","F","Partial College","M",4
"62931","Santa Monica","CA","USA","$130K - $150K","F","Partial High School","M",3
"24003","Berkeley","CA","USA","$50K - $70K","M","Partial College","M",2
"55272","Bellingham","WA","USA","$30K - $50K","F","Partial College","M",5
"86195","Lakewood","CA","USA","$90K - $110K","M","Bachelors Degree","S",0
"62293","Pomona","CA","USA","$90K - $110K","M","Graduate Degree","S",5
"76021","Marysville","WA","USA","$50K - $70K","F","High School Degree","S",0
"61216","Altadena","CA","USA","$50K - $70K","F","Partial High School","M",0
"42970","Fremont","CA","USA","$50K - $70K","F","Partial College","M",4
"93327","Renton","WA","USA","$50K - $70K","M","High School Degree","S",2
"95442","La Jolla","CA","USA","$90K - $110K","F","Bachelors Degree","M",3
"12962","Berkeley","CA","USA","$130K - $150K","F","Bachelors Degree","S",0
"80237","Glendale","CA","USA","$130K - $150K","F","High School Degree","S",1
"36626","Redmond","WA","USA","$70K - $90K","M","High School Degree","S",1
"70063","Sedro Wooley","WA","USA","$90K - $110K","M","Partial College","S",2
"91613","Coronado","CA","USA","$50K - $70K","F","Partial College","M",0
"91212","West Covina","CA","USA","$110K - $130K","F","High School Degree","M",1
"78923","Daly City","CA","USA","$50K - $70K","M","Bachelors Degree","S",4
"44685","Concord","CA","USA","$110K - $130K","F","Bachelors Degree","S",2
"97557","Walla Walla","WA","USA","$90K - $110K","M","Partial College","M",3
"31883","Mill Valley","CA","USA","$30K - $50K","M","Partial College","M",2
"22222","Lebanon","OR","USA","$10K - $30K","F","Partial College","M",4
"19306","Burnaby","BC","Canada","$70K - $90K","F","Partial High School","S",3
"45023","Salem","OR","USA","$70K - $90K","F","Bachelors Degree","M",1
"40455","San Diego","CA","USA","$70K - $90K","F","Bachelors Degree","S",3
"88907","Beverly Hills","CA","USA","$70K - $90K","M","Bachelors Degree","S",4
"91022","Sooke","BC","Canada","$90K - $110K","M","High School Degree","S",3
"81248","Metchosin","BC","Canada","$130K - $150K","M","Graduate Degree","S",3
"49525","Imperial Beach","CA","USA","$130K - $150K","M","High School Degree","S",4
"32206","Downey","CA","USA","$70K - $90K","M","Partial High School","S",1
"65643","Santa Cruz","CA","USA","$90K - $110K","F","Partial High School","M",2
"87192","Bremerton","WA","USA","$50K - $70K","M","Bachelors Degree","S",5
"86792","Royal Oak","BC","Canada","$90K - $110K","M","High School Degree","M",3
"74503","Oak Bay","BC","Canada","$50K - $70K","M","Bachelors Degree","S",1
"13973","Puyallup","WA","USA","$130K - $150K","F","Partial College","M",3
"93137","Woodland Hills","CA","USA","$110K - $130K","F","Partial High School","S",3
"97767","Lemon Grove","CA","USA","$50K - $70K","F","Graduate Degree","S",5
"17802","Grossmont","CA","USA","$30K - $50K","M","High School Degree","M",1
"87593","Oakland","CA","USA","$130K - $150K","F","Graduate Degree","S",4
"72789","Fremont","CA","USA","$30K - $50K","M","High School Degree","S",1
"9743","Seattle","WA","USA","$150K +","M","Partial College","S",2
"60099","Torrance","CA","USA","$30K - $50K","F","High School Degree","S",4
"82337","Guadalajara","Jalisco","Mexico","$10K - $30K","F","High School Degree","S",1
"98856","Victoria","BC","Canada","$50K - $70K","M","Graduate Degree","S",0
"67132","Metchosin","BC","Canada","$70K - $90K","M","Partial High School","M",1
"23521","Woodburn","OR","USA","$150K +","F","Partial College","S",0
"56959","Altadena","CA","USA","$30K - $50K","M","Partial College","S",5
"58013","Sooke","BC","Canada","$30K - $50K","M","Bachelors Degree","S",1
"78107","Redwood City","CA","USA","$90K - $110K","F","Partial College","S",2
"92111","Redwood City","CA","USA","$30K - $50K","F","Partial College","S",3
"31580","Colma","CA","USA","$90K - $110K","F","Partial High School","S",3
"84452","Burien","WA","USA","$70K - $90K","M","High School Degree","S",2
"16375","San Gabriel","CA","USA","$150K +","F","Bachelors Degree","S",3
"35409","Torrance","CA","USA","$130K - $150K","M","High School Degree","M",3
"62013","Bellingham","WA","USA","$110K - $130K","F","Partial College","M",4
"90396","Concord","CA","USA","$130K - $150K","F","Partial College","S",0
"27350","Tlaxiaco","Oaxaca","Mexico","$110K - $130K","F","High School Degree","S",0
"77707","Woodburn","OR","USA","$150K +","F","Bachelors Degree","S",2
"79822","El Cajon","CA","USA","$110K - $130K","M","Bachelors Degree","M",1
"94726","Seattle","WA","USA","$110K - $130K","M","Graduate Degree","S",3
"36710","Tixapan","DF","Mexico","$10K - $30K","M","Bachelors Degree","M",1
"19391","Lebanon","OR","USA","$50K - $70K","F","Partial High School","S",1
"52828","Hidalgo","Zacatecas","Mexico","$70K - $90K","F","Partial College","S",5
"74378","Pomona","CA","USA","$30K - $50K","F","Bachelors Degree","S",5
"73977","Olympia","WA","USA","$90K - $110K","M","Graduate Degree","S",1
"61688","Tacoma","WA","USA","$30K - $50K","M","Partial College","S",0
"27450","Albany","OR","USA","$90K - $110K","F","Partial College","M",1
"80322","Fremont","CA","USA","$70K - $90K","F","High School Degree","S",4
"84952","Westminster","BC","Canada","$50K - $70K","F","Partial College","M",4
"49873","Grossmont","CA","USA","$30K - $50K","F","Partial College","S",2
"20713","Mill Valley","CA","USA","$110K - $130K","F","Partial College","M",3
"86266","Victoria","BC","Canada","$10K - $30K","F","Partial College","S",2
"23220","Los Angeles","CA","USA","$130K - $150K","F","Graduate Degree","S",1
"73577","Novato","CA","USA","$10K - $30K","F","Graduate Degree","S",1
"75692","N. Vancouver","BC","Canada","$130K - $150K","F","Bachelors Degree","M",3
"90885","Royal Oak","BC","Canada","$70K - $90K","F","Bachelors Degree","S",4
"59162","Yakima","WA","USA","$90K - $110K","F","High School Degree","S",1
"41843","Glendale","CA","USA","$130K - $150K","M","High School Degree","S",4
"48988","Berkeley","CA","USA","$50K - $70K","M","Partial College","S",2
"96830","Lebanon","OR","USA","$90K - $110K","F","High School Degree","M",0
"96429","Newton","BC","Canada","$150K +","F","High School Degree","M",0
"84140","Newton","BC","Canada","$90K - $110K","M","Bachelors Degree","S",4
"23610","Marysville","WA","USA","$50K - $70K","F","Bachelors Degree","S",2
"37753","San Carlos","CA","USA","$50K - $70K","M","Bachelors Degree","M",3
"84053","Mill Valley","CA","USA","$30K - $50K","M","Bachelors Degree","S",2
"27439","Burlingame","CA","USA","$10K - $30K","M","Bachelors Degree","M",5
"97230","Lake Oswego","OR","USA","$130K - $150K","F","High School Degree","M",4
"82426","Colma","CA","USA","$110K - $130K","F","Partial High School","M",2
"19380","El Cajon","CA","USA","$90K - $110K","M","High School Degree","S",4
"69737","Tacoma","WA","USA","$130K - $150K","F","Partial College","M",1
"71851","Mexico City","Mexico","Mexico","$130K - $150K","M","Partial High School","M",1
"88370","Guadalajara","Jalisco","Mexico","$30K - $50K","F","High School Degree","S",2
"75155","Portland","OR","USA","$50K - $70K","M","Partial College","S",1
"31543","Ladner","BC","Canada","$90K - $110K","F","High School Degree","S",2
"64981","Port Orchard","WA","USA","$150K +","M","Partial College","S",3
"86530","Tacoma","WA","USA","$50K - $70K","F","Bachelors Degree","S",5
"86130","Novato","CA","USA","$130K - $150K","M","Partial College","S",5
"73841","Chula Vista","CA","USA","$110K - $130K","F","Bachelors Degree","S",2
"39602","Acapulco","Guerrero","Mexico","$30K - $50K","F","Partial College","M",4
"92474","Corvalis","OR","USA","$130K - $150K","F","Partial High School","S",3
"24398","Ballard","WA","USA","$90K - $110K","F","Bachelors Degree","S",0
"43432","Glendale","CA","USA","$70K - $90K","M","High School Degree","M",1
"14224","Burien","WA","USA","$50K - $70K","F","Graduate Degree","M",4
"98418","Burlingame","CA","USA","$50K - $70K","M","High School Degree","S",1
"35372","Merida","Yucatan","Mexico","$10K - $30K","M","High School Degree","S",2
"85729","W. Linn","OR","USA","$50K - $70K","F","High School Degree","S",3
"87844","Chula Vista","CA","USA","$50K - $70K","F","Partial College","S",1
"78071","Spring Valley","CA","USA","$90K - $110K","M","Graduate Degree","S",0
"46347","La Jolla","CA","USA","$70K - $90K","F","Graduate Degree","M",5
"86672","Woodburn","OR","USA","$110K - $130K","F","Partial College","S",1
"21111","Portland","OR","USA","$30K - $50K","F","Bachelors Degree","S",1
"42660","Downey","CA","USA","$110K - $130K","F","Bachelors Degree","S",3
"42260","Marysville","WA","USA","$130K - $150K","M","High School Degree","M",1
"29971","Everett","WA","USA","$110K - $130K","M","Partial High School","M",2
"94732","Oregon City","OR","USA","$30K - $50K","M","Bachelors Degree","S",2
"48605","Daly City","CA","USA","$130K - $150K","M","Partial High School","S",5
"53235","Walla Walla","WA","USA","$90K - $110K","F","Bachelors Degree","M",2
"72269","Haney","BC","Canada","$70K - $90K","F","Partial High School","S",2
"43061","Victoria","BC","Canada","$50K - $70K","M","Partial High School","S",3
"28257","Los Angeles","CA","USA","$50K - $70K","F","High School Degree","S",4
"90502","Newton","BC","Canada","$30K - $50K","M","Partial High School","S",4
"15567","San Jose","CA","USA","$70K - $90K","F","Graduate Degree","S",3
"17682","Langley","BC","Canada","$70K - $90K","M","Bachelors Degree","M",5
"34201","N. Vancouver","BC","Canada","$110K - $130K","F","Graduate Degree","M",4
"24783","Puyallup","WA","USA","$130K - $150K","F","Bachelors Degree","M",1
"28343","Arcadia","CA","USA","$30K - $50K","F","Graduate Degree","S",1
"35489","La Jolla","CA","USA","$90K - $110K","F","Partial College","S",4
"83330","Woodburn","OR","USA","$30K - $50K","F","Bachelors Degree","S",4
"56638","Haney","BC","Canada","$90K - $110K","M","Graduate Degree","M",2
"70641","Burnaby","BC","Canada","$30K - $50K","M","Bachelors Degree","S",2
"10110","Anacortes","WA","USA","$110K - $130K","F","Graduate Degree","M",0
"62982","Chula Vista","CA","USA","$90K - $110K","M","High School Degree","S",3
"93905","Oak Bay","BC","Canada","$10K - $30K","F","High School Degree","M",2
"13940","Beaverton","OR","USA","$90K - $110K","F","Partial College","M",2
"83731","Walla Walla","WA","USA","$70K - $90K","F","High School Degree","M",1
"68927","Lakewood","CA","USA","$50K - $70K","F","Partial College","S",1
"58813","Santa Cruz","CA","USA","$70K - $90K","M","Bachelors Degree","M",4
"56237","Anacortes","WA","USA","$70K - $90K","M","High School Degree","M",3
"58352","Merida","Yucatan","Mexico","$70K - $90K","F","Partial High School","M",5
"74871","Acapulco","Guerrero","Mexico","$110K - $130K","F","Partial High School","M",1
"43147","Concord","CA","USA","$130K - $150K","M","Partial College","S",3
"24503","Lemon Grove","CA","USA","$70K - $90K","M","Partial College","S",1
"57941","Lebanon","OR","USA","$90K - $110K","M","Graduate Degree","M",2
"79490","Santa Anita","DF","Mexico","$30K - $50K","M","Bachelors Degree","M",2
"79090","Burbank","CA","USA","$110K - $130K","M","Partial College","S",2
"66801","Oakland","CA","USA","$50K - $70K","F","Graduate Degree","M",1
"32562","San Gabriel","CA","USA","$110K - $130K","M","Partial College","M",0
"85434","Langley","BC","Canada","$110K - $130K","F","Partial College","S",1
"90065","San Carlos","CA","USA","$30K - $50K","M","High School Degree","M",0
"10099","Bellingham","WA","USA","$30K - $50K","F","High School Degree","M",3
"71843","Port Hammon","BC","Canada","$130K - $150K","F","Graduate Degree","S",2
"91378","Beaverton","OR","USA","$130K - $150K","M","Bachelors Degree","S",4
"28332","Altadena","CA","USA","$130K - $150K","F","Bachelors Degree","M",2
"78689","Richmond","BC","Canada","$130K - $150K","F","High School Degree","S",4
"80804","Oakland","CA","USA","$150K +","F","Partial College","S",5
"71031","San Jose","CA","USA","$50K - $70K","M","High School Degree","M",4
"39307","Torrance","CA","USA","$150K +","M","Partial College","S",5
"21988","Lake Oswego","OR","USA","$90K - $110K","M","High School Degree","S",3
"47641","Redwood City","CA","USA","$110K - $130K","F","High School Degree","M",2
"69191","Marysville","WA","USA","$50K - $70K","M","Bachelors Degree","M",4
"68790","Shawnee","BC","Canada","$110K - $130K","M","High School Degree","M",4
"56501","Shawnee","BC","Canada","$50K - $70K","F","Partial College","S",1
"94970","Westminster","BC","Canada","$110K - $130K","F","High School Degree","M",1
"75135","Glendale","CA","USA","$110K - $130K","F","Bachelors Degree","M",2
"79765","Guadalajara","Jalisco","Mexico","$30K - $50K","F","Partial College","M",4
"98799","National City","CA","USA","$30K - $50K","F","High School Degree","M",1
"69591","La Cruz","Sinaloa","Mexico","$130K - $150K","M","Partial College","M",3
"54787","Merida","Yucatan","Mexico","$30K - $50K","M","High School Degree","M",0
"90740","Lincoln Acres","CA","USA","$150K +","M","Graduate Degree","S",1
"42098","Kirkland","WA","USA","$50K - $70K","F","High School Degree","S",2
"44212","Lincoln Acres","CA","USA","$10K - $30K","F","High School Degree","S",1
"60731","Lemon Grove","CA","USA","$50K - $70K","M","Partial College","S",5
"29008","San Francisco","CA","USA","$70K - $90K","F","Bachelors Degree","M",4
"84395","Lynnwood","WA","USA","$10K - $30K","F","Partial College","S",0
"18834","Lakewood","CA","USA","$30K - $50K","M","Partial High School","M",5
"60506","Lake Oswego","OR","USA","$110K - $130K","M","Partial College","M",1
"33813","Coronado","CA","USA","$30K - $50K","M","High School Degree","S",0
"47817","San Diego","CA","USA","$110K - $130K","M","High School Degree","S",2
"86285","Langford","BC","Canada","$50K - $70K","M","Bachelors Degree","S",2
"40158","Berkeley","CA","USA","$30K - $50K","M","Graduate Degree","S",0
"71080","Imperial Beach","CA","USA","$10K - $30K","F","Partial College","M",2
"90114","Kirkland","WA","USA","$150K +","F","Bachelors Degree","S",2
"60906","Tacoma","WA","USA","$110K - $130K","M","Partial High School","S",3
